OrderID,OrderDate,PromisedDate,DeliveryDate,ProductID,Category,SupplierID,Warehouse,Customer,OrderedQty,DeliveredQty,UnitCost,SellingPrice,Revenue,COGS,InventoryValue,ForecastQty,OnTimeFlag,InFullFlag
ORD53,2024-09-16,2024-09-23,2024-09-25,P1031,Personal Care,S106,Abu Dhabi Hub,Amazon,475,462,38.77,66.29,30625.98,17911.74,10437.82,500,0,0
ORD54,2024-10-06,2024-10-16,2024-10-19,P1005,Personal Care,S109,Abu Dhabi Hub,Spinneys,375,363,18.0,30.4,11035.2,6534.0,9696.72,379,0,0
ORD55,2024-04-18,2024-04-27,2024-04-29,P1023,Food,S109,Dubai Central,Carrefour,243,227,21.97,36.38,8258.26,4987.19,17015.32,247,0,0
ORD56,2024-12-05,2024-12-09,2024-12-09,P1036,Personal Care,S106,Abu Dhabi Hub,Spinneys,215,211,26.33,43.97,9277.67,5555.63,17981.36,225,1,0
ORD57,2024-01-25,2024-01-28,2024-01-26,P1008,Food,S110,Dubai Central,Spinneys,370,370,17.58,24.0,8880.0,6504.6,10691.4,364,1,1
ORD58,2024-03-21,2024-03-31,2024-04-02,P1024,Electronics,S101,Abu Dhabi Hub,Spinneys,215,206,34.82,52.34,10782.04,7172.92,16765.57,195,0,0
ORD59,2024-12-16,2024-12-25,2024-12-27,P1027,Electronics,S106,Dubai Central,Amazon,58,57,20.09,30.29,1726.53,1145.13,6096.62,86,0,0
ORD60,2024-07-28,2024-08-03,2024-08-01,P1030,Electronics,S102,Abu Dhabi Hub,Lulu,405,403,24.21,34.5,13903.5,9756.63,18713.26,429,1,0
ORD61,2023-10-18,2023-10-27,2023-10-30,P1032,Food,S102,Sharjah DC,Carrefour,352,338,17.78,31.21,10548.98,6009.64,1186.75,324,0,0
ORD62,2024-11-11,2024-11-20,2024-11-22,P1013,Personal Care,S109,Abu Dhabi Hub,Noon,259,240,29.65,44.07,10576.8,7116.0,8049.88,254,0,0
ORD63,2024-11-13,2024-11-18,2024-11-18,P1023,Personal Care,S108,Abu Dhabi Hub,Lulu,278,277,9.38,13.0,3601.0,2598.26,2247.01,285,1,0
ORD64,2024-08-20,2024-08-27,2024-08-29,P1027,Personal Care,S106,Sharjah DC,Lulu,422,408,10.88,19.37,7902.96,4439.04,17161.42,437,0,0
ORD65,2024-09-08,2024-09-17,2024-09-19,P1001,Food,S105,Abu Dhabi Hub,Noon,499,486,23.55,29.85,14507.1,11445.3,18793.24,513,0,0
ORD66,2024-08-14,2024-08-23,2024-08-21,P1046,Personal Care,S110,Dubai Central,Lulu,120,108,40.46,64.57,6973.56,4369.68,19537.37,110,1,0
ORD67,2023-06-06,2023-06-13,2023-06-12,P1026,Food,S108,Sharjah DC,Amazon,480,473,15.11,19.69,9313.37,7147.03,7183.7,465,1,0
ORD68,2023-01-16,2023-01-26,2023-01-26,P1025,Personal Care,S105,Dubai Central,Spinneys,371,353,22.28,28.14,9933.42,7864.84,12015.95,370,1,0
ORD69,2024-08-09,2024-08-18,2024-08-18,P1007,Food,S109,Sharjah DC,Carrefour,179,168,15.81,26.51,4453.68,2656.08,13063.51,158,1,0
ORD70,2023-05-10,2023-05-20,2023-05-22,P1016,Food,S109,Sharjah DC,Carrefour,454,451,35.77,46.82,21115.82,16132.27,18581.94,427,0,0
ORD71,2023-11-24,2023-12-04,2023-12-03,P1032,Personal Care,S108,Sharjah DC,Carrefour,336,320,6.61,8.26,2643.2,2115.2,17415.51,365,1,0
ORD72,2023-09-27,2023-10-05,2023-10-03,P1001,Food,S101,Dubai Central,Amazon,442,423,10.89,16.34,6911.82,4606.47,12606.59,455,1,0
ORD73,2023-04-04,2023-04-12,2023-04-12,P1039,Personal Care,S106,Dubai Central,Noon,251,243,11.99,17.52,4257.36,2913.57,15474.23,224,1,0
ORD74,2023-04-03,2023-04-08,2023-04-11,P1002,Food,S105,Sharjah DC,Lulu,321,305,36.13,58.43,17821.15,11019.65,2202.33,346,0,0
ORD75,2024-10-24,2024-10-27,2024-10-27,P1008,Personal Care,S108,Dubai Central,Amazon,186,176,32.48,42.27,7439.52,5716.48,2190.65,174,1,0
ORD76,2023-05-27,2023-06-04,2023-06-07,P1045,Personal Care,S107,Dubai Central,Amazon,206,194,16.16,19.57,3796.58,3135.04,17801.41,220,0,0
ORD77,2024-10-09,2024-10-16,2024-10-16,P1045,Personal Care,S107,Sharjah DC,Carrefour,277,277,40.54,51.68,14315.36,11229.58,17735.38,299,1,1
ORD78,2024-12-31,2025-01-09,2025-01-11,P1021,Personal Care,S101,Abu Dhabi Hub,Spinneys,383,373,41.14,51.66,19269.18,15345.22,18187.39,361,0,0
ORD79,2024-03-15,2024-03-18,2024-03-21,P1039,Food,S108,Abu Dhabi Hub,Spinneys,195,179,20.83,37.08,6637.32,3728.57,10271.51,179,0,0
ORD80,2023-05-17,2023-05-22,2023-05-23,P1019,Electronics,S108,Dubai Central,Carrefour,100,88,42.61,54.96,4836.48,3749.68,7193.21,98,0,0
ORD81,2024-12-23,2024-12-27,2024-12-25,P1047,Personal Care,S106,Sharjah DC,Noon,115,105,17.06,28.15,2955.75,1791.3,14202.15,113,1,0
ORD82,2023-07-23,2023-08-01,2023-07-31,P1010,Food,S107,Abu Dhabi Hub,Carrefour,255,240,30.36,44.04,10569.6,7286.4,10557.27,259,1,0
ORD83,2023-10-10,2023-10-16,2023-10-17,P1027,Personal Care,S108,Abu Dhabi Hub,Lulu,339,339,23.95,35.37,11990.43,8119.05,7771.02,322,0,1
ORD84,2024-03-25,2024-04-03,2024-04-04,P1017,Personal Care,S106,Dubai Central,Amazon,338,326,28.84,43.84,14291.84,9401.84,8690.91,360,0,0
ORD85,2024-05-08,2024-05-14,2024-05-17,P1010,Food,S104,Dubai Central,Amazon,444,430,41.19,71.77,30861.1,17711.7,16257.0,463,0,0
ORD86,2024-08-10,2024-08-16,2024-08-19,P1023,Electronics,S105,Sharjah DC,Carrefour,281,278,10.24,16.19,4500.82,2846.72,13261.32,264,0,0
ORD87,2023-08-01,2023-08-09,2023-08-12,P1019,Personal Care,S107,Sharjah DC,Carrefour,436,431,31.33,50.17,21623.27,13503.23,9281.75,429,0,0
ORD88,2024-05-06,2024-05-09,2024-05-07,P1034,Electronics,S107,Abu Dhabi Hub,Amazon,223,211,32.96,51.1,10782.1,6954.56,7435.76,214,1,0
ORD89,2024-06-19,2024-06-24,2024-06-24,P1042,Electronics,S103,Dubai Central,Noon,307,289,27.92,34.85,10071.65,8068.88,15438.24,329,1,0
ORD90,2023-02-07,2023-02-15,2023-02-16,P1047,Personal Care,S107,Sharjah DC,Carrefour,424,404,26.0,31.58,12758.32,10504.0,12642.64,427,0,0
ORD91,2024-07-09,2024-07-16,2024-07-19,P1034,Personal Care,S108,Abu Dhabi Hub,Amazon,109,103,36.44,63.43,6533.29,3753.32,15529.63,100,0,0
ORD92,2024-06-08,2024-06-15,2024-06-14,P1013,Personal Care,S105,Sharjah DC,Noon,59,54,15.06,20.49,1106.46,813.24,11759.1,60,1,0
ORD93,2023-04-19,2023-04-28,2023-04-30,P1032,Food,S108,Dubai Central,Noon,225,208,22.9,38.65,8039.2,4763.2,7647.11,227,0,0
ORD94,2023-04-10,2023-04-16,2023-04-19,P1045,Food,S107,Dubai Central,Noon,196,176,28.96,45.44,7997.44,5096.96,10208.76,209,0,0
ORD95,2023-09-04,2023-09-11,2023-09-10,P1008,Food,S108,Abu Dhabi Hub,Noon,87,79,33.44,57.95,4578.05,2641.76,9204.88,109,1,0
ORD96,2024-06-16,2024-06-25,2024-06-25,P1016,Personal Care,S101,Sharjah DC,Spinneys,358,352,6.35,8.61,3030.72,2235.2,9732.28,360,1,0
ORD97,2024-08-26,2024-09-04,2024-09-06,P1041,Food,S108,Abu Dhabi Hub,Spinneys,487,483,41.37,73.06,35287.98,19981.71,11205.36,499,0,0
ORD98,2023-07-22,2023-07-31,2023-08-03,P1019,Food,S102,Dubai Central,Noon,272,257,47.24,57.52,14782.64,12140.68,19607.62,255,0,0
ORD99,2023-10-22,2023-10-28,2023-10-29,P1030,Food,S102,Abu Dhabi Hub,Noon,311,297,31.54,53.9,16008.3,9367.38,6840.41,305,0,0
ORD100,2023-03-07,2023-03-16,2023-03-18,P1019,Personal Care,S106,Dubai Central,Noon,387,374,7.75,11.66,4360.84,2898.5,11357.76,390,0,0
ORD101,2023-07-04,2023-07-11,2023-07-13,P1014,Personal Care,S101,Dubai Central,Carrefour,297,291,20.73,32.15,9355.65,6032.43,9488.0,276,0,0
ORD102,2024-07-30,2024-08-09,2024-08-12,P1023,Personal Care,S108,Dubai Central,Noon,210,199,34.6,57.67,11476.33,6885.4,2729.94,187,0,0
ORD103,2024-01-31,2024-02-10,2024-02-10,P1007,Food,S102,Sharjah DC,Carrefour,176,172,37.84,55.63,9568.36,6508.48,10235.22,162,1,0
ORD104,2023-03-17,2023-03-25,2023-03-26,P1046,Electronics,S103,Sharjah DC,Spinneys,329,327,5.05,7.46,2439.42,1651.35,2882.13,357,0,0
ORD105,2023-11-30,2023-12-09,2023-12-12,P1012,Electronics,S109,Sharjah DC,Carrefour,163,155,25.2,39.61,6139.55,3906.0,14528.2,181,0,0
ORD106,2024-11-10,2024-11-17,2024-11-17,P1001,Electronics,S110,Dubai Central,Spinneys,420,403,42.37,68.68,27678.04,17075.11,10216.25,423,1,0
ORD107,2023-08-14,2023-08-19,2023-08-20,P1004,Food,S101,Sharjah DC,Spinneys,195,188,10.36,14.05,2641.4,1947.68,19384.14,195,0,0
ORD108,2024-10-20,2024-10-27,2024-10-27,P1004,Personal Care,S110,Dubai Central,Noon,333,320,35.16,51.52,16486.4,11251.2,1203.07,362,1,0
ORD109,2023-09-21,2023-09-29,2023-09-27,P1007,Personal Care,S103,Dubai Central,Noon,390,380,31.5,41.42,15739.6,11970.0,15243.39,387,1,0
ORD110,2023-03-02,2023-03-05,2023-03-06,P1029,Food,S108,Dubai Central,Amazon,372,356,43.35,53.54,19060.24,15432.6,12737.35,361,0,0
ORD111,2024-01-14,2024-01-23,2024-01-24,P1025,Food,S108,Sharjah DC,Lulu,448,428,46.73,68.6,29360.8,20000.44,4463.23,436,0,0
ORD112,2023-12-08,2023-12-11,2023-12-13,P1044,Food,S109,Sharjah DC,Spinneys,68,62,13.04,18.39,1140.18,808.48,16292.75,68,0,0
ORD113,2024-11-09,2024-11-18,2024-11-21,P1041,Personal Care,S106,Abu Dhabi Hub,Noon,491,475,21.09,30.57,14520.75,10017.75,5227.91,495,0,0
ORD114,2024-07-24,2024-08-03,2024-08-05,P1032,Personal Care,S110,Abu Dhabi Hub,Spinneys,420,409,14.82,18.46,7550.14,6061.38,16288.26,439,0,0
ORD115,2024-06-07,2024-06-12,2024-06-13,P1005,Electronics,S103,Sharjah DC,Amazon,172,170,6.83,9.4,1598.0,1161.1,1847.74,200,0,0
ORD116,2024-01-23,2024-02-02,2024-02-02,P1049,Personal Care,S101,Abu Dhabi Hub,Lulu,395,379,21.52,35.94,13621.26,8156.08,13039.41,375,1,0
ORD117,2023-05-17,2023-05-27,2023-05-29,P1030,Food,S103,Dubai Central,Carrefour,85,77,41.27,74.01,5698.77,3177.79,7966.75,108,0,0
ORD118,2024-11-04,2024-11-11,2024-11-09,P1016,Electronics,S103,Abu Dhabi Hub,Noon,297,286,23.64,33.58,9603.88,6761.04,16841.09,323,1,0
ORD119,2023-11-11,2023-11-16,2023-11-17,P1012,Electronics,S110,Dubai Central,Noon,296,286,49.77,60.28,17240.08,14234.22,9799.23,298,0,0
ORD120,2024-12-24,2024-12-30,2024-12-29,P1033,Personal Care,S108,Dubai Central,Noon,217,206,39.11,67.25,13853.5,8056.66,2990.38,220,1,0
ORD121,2024-04-17,2024-04-22,2024-04-24,P1021,Personal Care,S110,Sharjah DC,Carrefour,414,401,6.01,8.14,3264.14,2410.01,5485.33,427,0,0
ORD122,2023-11-02,2023-11-10,2023-11-10,P1043,Personal Care,S104,Sharjah DC,Lulu,315,299,18.96,28.65,8566.35,5669.04,16475.87,325,1,0
ORD123,2023-01-16,2023-01-20,2023-01-21,P1024,Electronics,S105,Sharjah DC,Lulu,88,75,14.42,24.16,1812.0,1081.5,14503.79,73,0,0
ORD124,2023-11-24,2023-11-30,2023-12-01,P1046,Personal Care,S106,Dubai Central,Carrefour,134,120,9.36,12.05,1446.0,1123.2,11235.51,157,0,0
ORD125,2024-12-12,2024-12-17,2024-12-17,P1003,Personal Care,S106,Dubai Central,Lulu,460,447,37.86,56.31,25170.57,16923.42,19914.16,460,1,0
ORD126,2024-12-27,2025-01-01,2025-01-03,P1007,Electronics,S110,Dubai Central,Spinneys,364,361,10.94,14.38,5191.18,3949.34,1157.31,383,0,0
ORD127,2023-01-29,2023-02-07,2023-02-07,P1050,Electronics,S101,Sharjah DC,Carrefour,421,421,17.16,26.37,11101.77,7224.36,4741.01,410,1,1
ORD128,2024-05-11,2024-05-17,2024-05-20,P1027,Electronics,S103,Sharjah DC,Amazon,73,65,29.12,37.37,2429.05,1892.8,1131.94,94,0,0
ORD129,2024-06-10,2024-06-14,2024-06-17,P1043,Personal Care,S107,Sharjah DC,Carrefour,144,140,24.03,31.43,4400.2,3364.2,19585.27,143,0,0
ORD130,2023-03-09,2023-03-15,2023-03-16,P1030,Personal Care,S103,Abu Dhabi Hub,Amazon,163,144,39.09,51.79,7457.76,5628.96,9804.65,133,0,0
ORD131,2023-07-21,2023-07-31,2023-08-03,P1018,Electronics,S105,Dubai Central,Lulu,141,136,9.11,11.61,1578.96,1238.96,17668.11,131,0,0
ORD132,2023-03-11,2023-03-14,2023-03-12,P1049,Electronics,S110,Dubai Central,Amazon,157,155,12.27,21.02,3258.1,1901.85,8258.21,150,1,0
ORD133,2024-06-09,2024-06-18,2024-06-16,P1015,Food,S107,Abu Dhabi Hub,Lulu,391,385,46.92,76.83,29579.55,18064.2,10359.08,368,1,0
ORD134,2023-08-19,2023-08-27,2023-08-25,P1012,Personal Care,S106,Dubai Central,Spinneys,72,65,18.94,22.99,1494.35,1231.1,2156.31,43,1,0
ORD135,2024-07-19,2024-07-28,2024-07-26,P1039,Food,S106,Dubai Central,Lulu,300,296,5.31,7.45,2205.2,1571.76,7005.21,281,1,0
ORD136,2023-10-08,2023-10-17,2023-10-19,P1030,Electronics,S101,Sharjah DC,Amazon,232,221,30.43,53.05,11724.05,6725.03,1143.24,258,0,0
ORD137,2024-05-31,2024-06-08,2024-06-08,P1046,Food,S103,Dubai Central,Spinneys,194,192,22.59,33.32,6397.44,4337.28,14061.76,196,1,0
ORD138,2024-12-24,2025-01-03,2025-01-05,P1003,Electronics,S104,Abu Dhabi Hub,Amazon,143,126,7.97,10.31,1299.06,1004.22,11615.13,118,0,0
ORD139,2024-04-25,2024-05-02,2024-05-01,P1022,Food,S110,Abu Dhabi Hub,Carrefour,289,283,18.41,24.65,6975.95,5210.03,2642.05,305,1,0
ORD140,2023-09-10,2023-09-17,2023-09-18,P1033,Electronics,S101,Dubai Central,Carrefour,91,90,28.47,48.82,4393.8,2562.3,2217.99,85,0,0
ORD141,2024-10-30,2024-11-04,2024-11-07,P1014,Food,S107,Abu Dhabi Hub,Amazon,87,84,49.46,73.54,6177.36,4154.64,15583.2,59,0,0
ORD142,2023-01-14,2023-01-21,2023-01-21,P1032,Food,S107,Dubai Central,Lulu,85,84,30.89,47.48,3988.32,2594.76,1784.3,100,1,0
ORD143,2023-10-02,2023-10-08,2023-10-06,P1040,Electronics,S110,Abu Dhabi Hub,Carrefour,288,278,19.17,30.86,8579.08,5329.26,17902.48,294,1,0
ORD144,2023-05-08,2023-05-16,2023-05-16,P1010,Electronics,S107,Abu Dhabi Hub,Lulu,428,422,5.12,8.76,3696.72,2160.64,12138.02,428,1,0
ORD145,2023-02-27,2023-03-09,2023-03-07,P1010,Personal Care,S108,Abu Dhabi Hub,Lulu,308,304,18.74,30.3,9211.2,5696.96,1206.47,332,1,0
ORD146,2023-10-28,2023-11-04,2023-11-06,P1007,Electronics,S110,Dubai Central,Carrefour,197,191,41.8,63.92,12208.72,7983.8,4310.38,195,0,0
ORD147,2023-05-05,2023-05-13,2023-05-11,P1040,Personal Care,S109,Sharjah DC,Noon,457,444,29.09,42.58,18905.52,12915.96,5443.17,480,1,0
ORD148,2024-12-03,2024-12-12,2024-12-12,P1015,Food,S110,Abu Dhabi Hub,Noon,342,327,16.47,27.04,8842.08,5385.69,1144.33,335,1,0
ORD149,2023-02-24,2023-03-06,2023-03-04,P1014,Food,S104,Dubai Central,Spinneys,309,301,19.83,31.92,9607.92,5968.83,13608.34,287,1,0
ORD150,2024-07-09,2024-07-16,2024-07-19,P1019,Personal Care,S106,Sharjah DC,Spinneys,151,135,21.36,29.8,4023.0,2883.6,4480.28,172,0,0
ORD151,2024-01-07,2024-01-12,2024-01-15,P1046,Food,S104,Abu Dhabi Hub,Spinneys,476,473,44.07,69.01,32641.73,20845.11,18900.43,481,0,0
ORD152,2024-02-27,2024-03-04,2024-03-05,P1022,Food,S109,Abu Dhabi Hub,Amazon,98,83,16.19,23.38,1940.54,1343.77,9856.13,87,0,0
ORD153,2023-08-13,2023-08-16,2023-08-17,P1005,Electronics,S101,Dubai Central,Spinneys,415,404,24.88,41.86,16911.44,10051.52,15078.34,415,0,0
ORD154,2023-06-27,2023-07-01,2023-06-30,P1019,Electronics,S109,Sharjah DC,Amazon,218,214,21.98,31.58,6758.12,4703.72,13032.37,224,1,0
ORD155,2024-08-20,2024-08-28,2024-08-31,P1020,Personal Care,S109,Dubai Central,Lulu,284,266,16.94,23.7,6304.2,4506.04,6594.86,311,0,0
ORD156,2024-03-14,2024-03-18,2024-03-17,P1033,Electronics,S102,Abu Dhabi Hub,Carrefour,110,101,18.23,28.18,2846.18,1841.23,7855.36,89,1,0
ORD157,2024-09-07,2024-09-17,2024-09-19,P1016,Food,S106,Sharjah DC,Carrefour,410,405,6.47,9.87,3997.35,2620.35,15120.88,413,0,0
ORD158,2023-07-05,2023-07-13,2023-07-14,P1036,Food,S108,Dubai Central,Spinneys,365,351,20.99,34.78,12207.78,7367.49,16201.75,352,0,0
ORD159,2023-06-16,2023-06-26,2023-06-27,P1030,Personal Care,S109,Sharjah DC,Lulu,91,80,31.2,44.63,3570.4,2496.0,2043.46,74,0,0
ORD160,2024-11-03,2024-11-13,2024-11-14,P1036,Electronics,S110,Sharjah DC,Carrefour,279,260,34.45,57.08,14840.8,8957.0,14312.11,276,0,0
ORD161,2024-09-26,2024-09-29,2024-10-02,P1004,Personal Care,S106,Abu Dhabi Hub,Lulu,271,262,15.85,20.21,5295.02,4152.7,16945.1,255,0,0
ORD162,2024-04-11,2024-04-21,2024-04-23,P1016,Personal Care,S104,Sharjah DC,Spinneys,166,159,19.31,31.87,5067.33,3070.29,1359.48,153,0,0
